	mental_vs_rest	random_vs_rest	math_vs_rest	story_vs_rest
0	0.30619246023304186	0.24253060306364804	0.33736622493492463	0.43923365837242523
1	0.18641807389352136	0.364395938794926	0.26937733465052527	0.21287755341050743
2	0.2819247119244768	0.3364888693136178	0.4233717017941844	0.37351058268039156
3	0.14907083479606348	0.19251578803757163	0.22653357212444047	0.24848177707356522
4	0.17068292746794156	0.25511119240260627	0.25508013569009014	0.2066679155021176
5	0.17591377278979808	0.20900936506297846	0.1513323506738501	0.23500977049377564
6	0.21850056830524195	0.3193074516339874	0.17282015787569763	0.15418330360363203
7	0.14293269047239524	0.12207331978479934	0.07893748410337825	0.13426601415264305
8	0.3773431427657394	0.2458163107912016	0.2573685055960057	0.3859049609523817
9	0.21052672746940065	0.1448174455879134	0.2362637603493472	0.2934274897034105
10	0.24538766043044843	0.2867140050305963	0.21024359316231	0.3522275388068902
11	0.24203255176181462	0.28299254147741865	0.22050998011411754	0.24079054492404425
12	0.29593982037817235	0.26867124779546775	0.4339709682771775	0.45787347672164186
13	0.2918158990449435	0.20420127292825982	0.3438350319112991	0.2405769575904999
14	0.18859191977682296	0.20923656956655245	0.3651402907136238	0.3624296207561438
15	0.28517559580195906	0.3046334520557215	0.2941554117012593	0.23337474354761772
16	0.39915540406322314	0.33562200373296386	0.29982974363669224	0.3981898683008609
17	0.19517440048290688	0.17338580350764207	0.24194435994251268	0.24170401016950016
18	0.3109485069069672	0.3652258161409899	0.21888961853386307	0.2622937504027842
19	0.2188969411543713	0.2607903776477037	0.2817987150512773	0.39438254804585754
20	0.2570898274901794	0.1739489567619406	0.23918252477708463	0.20257252169106468
21	0.39550790763127125	0.3375118483965029	0.3158243102946072	0.31767494829359055
22	0.11225841974126734	0.15741306493899437	0.1533260053249836	0.15166573968207717
23	0.19936580673148757	0.2059337965046035	0.27113725204483763	0.1800583222806664
24	0.17427632538011215	0.20286144809706247	0.35708410173642063	0.3386179065635564
25	0.2782157672501191	0.19559797639585055	0.34000222447377204	0.26597216359430487
26	0.11762013612771124	0.14706949547746048	0.12245589136527067	0.18131564719826154
27	0.1260888503343665	0.10361795083862316	0.15285128067885537	0.22888163529164932
28	0.3577505470253983	0.4770496776195399	0.4177459077247705	0.4603719713702103
29	0.09774287963039727	0.15151351625866105	0.2073834541652278	0.12028863463374914
30	0.12283215072260391	0.018915628324111977	0.33528024200512335	0.3880911220136475
31	0.2605271629816721	0.2050839004263283	0.2157995491517605	0.17330463834892043
32	0.24675604690988362	0.2991284653013599	0.350758054368584	0.3384025778945888
33	0.24257108322728518	0.21716561619850958	0.2838967753538622	0.2068171966707226
34	0.18230114045849252	0.22641994931972986	0.5012442624013435	0.26512857934974277
35	0.17030313983670575	0.14135636541783264	0.24060675530883827	0.26087877868683707
36	0.1684656028643424	0.10774257697514276	0.220958943817327	0.2310961541694057
37	0.3765395858159015	0.3671199240907101	0.2848140118085781	0.25561046038991597
38	0.0762387452923486	0.019595494438026446	0.044566790449391644	0.05529204466664146
39	0.14677442971429186	0.20037009769718367	0.12519860127450472	0.1784043939131924
40	0.24592278763574754	0.20426599427928854	0.18729502804254877	0.23212166212417384
41	0.06774310263248702	0.06730366236539595	0.049542541052600614	0.01239733181906923
42	0.21119692634733744	0.27189054399386264	0.06877202379284325	0.2599103474138959
43	0.1738830907853977	0.24158370816706864	0.2767591882464698	0.21290640257195478
44	0.24076823281463694	0.24956227959402819	0.2691941157874227	0.25704586650369504
45	0.20854505790432784	0.22912414908099019	0.4282222597847654	0.4322252876194896
46	0.27145227062477134	0.3276204256705324	0.33182953841265844	0.31895945620498994
47	0.20673516442619772	0.17929449628069583	0.13212473564633676	0.1077303503183067
48	0.13764458259244647	0.1840432798908437	0.17579454130301048	0.2550112419707177
49	0.1940035060334518	0.22618169417780662	0.14555495781219463	0.20541387797178914
50	0.11820097990748304	0.03396691197361521	0.06123196392638662	0.1655489483618777
51	0.24964864591302532	0.26686610107773306	0.19645454830826303	0.19236854985527543
52	0.15189135814120783	0.12413987084065466	0.1315105600499783	0.14177693149230888
53	0.15036096782860744	0.1774732357760205	0.2821047107821676	0.29172144079584683
54	0.14154528223366264	0.25779326553677906	0.37504258224517956	0.38545450668174724
55	0.3288816824680788	0.2967106380547971	0.2445908968084007	0.2572385136539961
56	0.23551417928485635	0.19585220886605362	0.3800998432732042	0.4246194858200086
57	0.19424991907208036	0.21157725038742753	0.22162760776730647	0.29503935709371476
58	0.29986678170858294	0.23415754165850203	0.3495491562177177	0.30860056404619207
59	0.23317012176461338	0.22164539327877417	0.3539653560448688	0.35422131242443816
60	0.1505507275037339	0.13735106118563337	0.41097543338228226	0.32486250254627236
61	0.14028491973358465	0.1808857887407259	0.19772819087479035	0.2962439482317305
62	0.18921170728442332	0.1630691768426929	0.24734026134724116	0.24767553052665725
63	0.2534865321245707	0.12277145901354604	0.2436522736585496	0.21177519415040708
64	0.10838392689963829	0.2035243713843238	0.3180411357989499	0.27197781007916505
65	0.2157208692289018	0.14640718104119085	0.18369689711423504	0.22740205742779285
66	0.29742828601481064	0.31185516654346335	0.41608338931400396	0.4122942360580595
67	0.10231100013401466	0.1183365167818619	0.07218741075648472	0.10749366980129876
68	0.282005043337749	0.274810246523509	0.22500660707504935	0.24926355817403445
69	0.11035336457305296	0.1144327000677628	0.2038045417605339	0.21002497911922996
70	0.3927062076285831	0.16452911253145086	0.35432163910175424	0.35000166087255224
71	0.11044505732361855	0.1340102499303756	0.21586468998033975	0.23331320916825465
72	0.4393699148343729	0.40257405829397064	0.461535099683159	0.45761649460060605
73	0.17680262524380014	0.254608678036869	0.31468513508757057	0.29333858840216803
74	0.3277983980842793	0.2755803014706884	0.3431494413047029	0.34414914542730046
75	0.13674404768776088	0.1085334562614917	0.16968757790000863	0.12782205159886956
76	0.2288931229846413	0.15674631644009188	0.24093087127348378	0.2286401345113249
77	0.04404647266104914	0.020152851744116917	0.19575720674233352	0.08285385636423691
78	0.34425502063051466	0.3305188571545081	0.35722344698811165	0.40002124318560844
79	0.16964408358693137	0.15889179487155472	0.32265392474704696	0.37575247659016664
80	0.2595790617050703	0.39000250927210295	0.38255013914242275	0.37429601776020377
81	0.11706982037029749	0.1232596677374114	0.1904281694420697	0.1286673088820131
82	0.15749581740903523	0.12910392785083938	0.16305104838890036	0.19296466580867952
83	0.22173012473419668	0.1881860616085025	0.18102056612157327	0.22275673074466998
84	0.32651539984918604	0.2370288731514846	0.32224722573230125	0.30822486729870324
85	0.3765676426461286	0.4056030672390068	0.3096453363507032	0.3187258159833467
86	0.23907629768424743	0.23700430378999737	0.2509656992533237	0.3299718859629523
87	0.29613006270226583	0.33811426827442587	0.35983549206527055	0.3995329146095887
88	0.14948605838489665	0.17383442313271483	0.15806264960936459	0.2247121913506671
89	0.31900118878185785	0.26351438842419794	0.21934306971748113	0.2685085369305872
90	0.2891786705501578	0.23789589165253092	0.25559661662552874	0.30039419102055775
91	0.1179512580942435	0.13496855884514194	0.23799586174547863	0.168706883156444
92	0.28267551096348476	0.3337047219885287	0.3016347810572486	0.2549402663549681
93	0.46387279056509584	0.40116878475717516	0.07128581787243246	0.2544639684868604
